,date,country,area,mtu,price(currency/mwh),price(eur/mwh)
11,28.12.2022,Switzerland,BZN CH,11:00 - 12:00,91.13
12,28.12.2022,Switzerland,BZN CH,12:00 - 13:00,92.42
13,28.12.2022,Switzerland,BZN CH,13:00 - 14:00,94.17
14,28.12.2022,Switzerland,BZN CH,14:00 - 15:00,94.62
15,28.12.2022,Switzerland,BZN CH,15:00 - 16:00,100.09
16,28.12.2022,Switzerland,BZN CH,16:00 - 17:00,102.21
17,28.12.2022,Switzerland,BZN CH,17:00 - 18:00,105.4
18,28.12.2022,Switzerland,BZN CH,18:00 - 19:00,99.19
19,28.12.2022,Switzerland,BZN CH,19:00 - 20:00,91.06
20,28.12.2022,Switzerland,BZN CH,20:00 - 21:00,90.52
21,28.12.2022,Switzerland,BZN CH,21:00 - 22:00,86.35
22,28.12.2022,Switzerland,BZN CH,22:00 - 23:00,85.56
23,28.12.2022,Switzerland,BZN CH,23:00 - 00:00,72.95
0,28.12.2022,Turkey,BZN TR,00:00 - 01:00,
1,28.12.2022,Turkey,BZN TR,01:00 - 02:00,
2,28.12.2022,Turkey,BZN TR,02:00 - 03:00,
3,28.12.2022,Turkey,BZN TR,03:00 - 04:00,
4,28.12.2022,Turkey,BZN TR,04:00 - 05:00,
5,28.12.2022,Turkey,BZN TR,05:00 - 06:00,
6,28.12.2022,Turkey,BZN TR,06:00 - 07:00,
7,28.12.2022,Turkey,BZN TR,07:00 - 08:00,
8,28.12.2022,Turkey,BZN TR,08:00 - 09:00,
9,28.12.2022,Turkey,BZN TR,09:00 - 10:00,
10,28.12.2022,Turkey,BZN TR,10:00 - 11:00,
11,28.12.2022,Turkey,BZN TR,11:00 - 12:00,
12,28.12.2022,Turkey,BZN TR,12:00 - 13:00,
13,28.12.2022,Turkey,BZN TR,13:00 - 14:00,
14,28.12.2022,Turkey,BZN TR,14:00 - 15:00,
15,28.12.2022,Turkey,BZN TR,15:00 - 16:00,
16,28.12.2022,Turkey,BZN TR,16:00 - 17:00,
17,28.12.2022,Turkey,BZN TR,17:00 - 18:00,
18,28.12.2022,Turkey,BZN TR,18:00 - 19:00,
19,28.12.2022,Turkey,BZN TR,19:00 - 20:00,
20,28.12.2022,Turkey,BZN TR,20:00 - 21:00,
21,28.12.2022,Turkey,BZN TR,21:00 - 22:00,
22,28.12.2022,Turkey,BZN TR,22:00 - 23:00,
23,28.12.2022,Turkey,BZN TR,23:00 - 00:00,
0,28.12.2022,Ukraine,BZN UA-BEI,00:00 - 01:00,
1,28.12.2022,Ukraine,BZN UA-BEI,01:00 - 02:00,
2,28.12.2022,Ukraine,BZN UA-BEI,02:00 - 03:00,
3,28.12.2022,Ukraine,BZN UA-BEI,03:00 - 04:00,
4,28.12.2022,Ukraine,BZN UA-BEI,04:00 - 05:00,
5,28.12.2022,Ukraine,BZN UA-BEI,05:00 - 06:00,
6,28.12.2022,Ukraine,BZN UA-BEI,06:00 - 07:00,
7,28.12.2022,Ukraine,BZN UA-BEI,07:00 - 08:00,
8,28.12.2022,Ukraine,BZN UA-BEI,08:00 - 09:00,
9,28.12.2022,Ukraine,BZN UA-BEI,09:00 - 10:00,
10,28.12.2022,Ukraine,BZN UA-BEI,10:00 - 11:00,
11,28.12.2022,Ukraine,BZN UA-BEI,11:00 - 12:00,
12,28.12.2022,Ukraine,BZN UA-BEI,12:00 - 13:00,
13,28.12.2022,Ukraine,BZN UA-BEI,13:00 - 14:00,
14,28.12.2022,Ukraine,BZN UA-BEI,14:00 - 15:00,
15,28.12.2022,Ukraine,BZN UA-BEI,15:00 - 16:00,
16,28.12.2022,Ukraine,BZN UA-BEI,16:00 - 17:00,
17,28.12.2022,Ukraine,BZN UA-BEI,17:00 - 18:00,
18,28.12.2022,Ukraine,BZN UA-BEI,18:00 - 19:00,
19,28.12.2022,Ukraine,BZN UA-BEI,19:00 - 20:00,
20,28.12.2022,Ukraine,BZN UA-BEI,20:00 - 21:00,
21,28.12.2022,Ukraine,BZN UA-BEI,21:00 - 22:00,
22,28.12.2022,Ukraine,BZN UA-BEI,22:00 - 23:00,
23,28.12.2022,Ukraine,BZN UA-BEI,23:00 - 00:00,
0,28.12.2022,Ukraine,BZN UA-IPS,00:00 - 01:00,
1,28.12.2022,Ukraine,BZN UA-IPS,01:00 - 02:00,
2,28.12.2022,Ukraine,BZN UA-IPS,02:00 - 03:00,
3,28.12.2022,Ukraine,BZN UA-IPS,03:00 - 04:00,
4,28.12.2022,Ukraine,BZN UA-IPS,04:00 - 05:00,
5,28.12.2022,Ukraine,BZN UA-IPS,05:00 - 06:00,
6,28.12.2022,Ukraine,BZN UA-IPS,06:00 - 07:00,
7,28.12.2022,Ukraine,BZN UA-IPS,07:00 - 08:00,
8,28.12.2022,Ukraine,BZN UA-IPS,08:00 - 09:00,
9,28.12.2022,Ukraine,BZN UA-IPS,09:00 - 10:00,
10,28.12.2022,Ukraine,BZN UA-IPS,10:00 - 11:00,
11,28.12.2022,Ukraine,BZN UA-IPS,11:00 - 12:00,
12,28.12.2022,Ukraine,BZN UA-IPS,12:00 - 13:00,
13,28.12.2022,Ukraine,BZN UA-IPS,13:00 - 14:00,
14,28.12.2022,Ukraine,BZN UA-IPS,14:00 - 15:00,
15,28.12.2022,Ukraine,BZN UA-IPS,15:00 - 16:00,
16,28.12.2022,Ukraine,BZN UA-IPS,16:00 - 17:00,
17,28.12.2022,Ukraine,BZN UA-IPS,17:00 - 18:00,
18,28.12.2022,Ukraine,BZN UA-IPS,18:00 - 19:00,
19,28.12.2022,Ukraine,BZN UA-IPS,19:00 - 20:00,
20,28.12.2022,Ukraine,BZN UA-IPS,20:00 - 21:00,
21,28.12.2022,Ukraine,BZN UA-IPS,21:00 - 22:00,
22,28.12.2022,Ukraine,BZN UA-IPS,22:00 - 23:00,
23,28.12.2022,Ukraine,BZN UA-IPS,23:00 - 00:00,
0,28.12.2022,Ukraine,BZN UA,00:00 - 01:00,
1,28.12.2022,Ukraine,BZN UA,01:00 - 02:00,
2,28.12.2022,Ukraine,BZN UA,02:00 - 03:00,
3,28.12.2022,Ukraine,BZN UA,03:00 - 04:00,
4,28.12.2022,Ukraine,BZN UA,04:00 - 05:00,
5,28.12.2022,Ukraine,BZN UA,05:00 - 06:00,
6,28.12.2022,Ukraine,BZN UA,06:00 - 07:00,
7,28.12.2022,Ukraine,BZN UA,07:00 - 08:00,
8,28.12.2022,Ukraine,BZN UA,08:00 - 09:00,
9,28.12.2022,Ukraine,BZN UA,09:00 - 10:00,
10,28.12.2022,Ukraine,BZN UA,10:00 - 11:00,
11,28.12.2022,Ukraine,BZN UA,11:00 - 12:00,
12,28.12.2022,Ukraine,BZN UA,12:00 - 13:00,
13,28.12.2022,Ukraine,BZN UA,13:00 - 14:00,
14,28.12.2022,Ukraine,BZN UA,14:00 - 15:00,
15,28.12.2022,Ukraine,BZN UA,15:00 - 16:00,
16,28.12.2022,Ukraine,BZN UA,16:00 - 17:00,
17,28.12.2022,Ukraine,BZN UA,17:00 - 18:00,
18,28.12.2022,Ukraine,BZN UA,18:00 - 19:00,
19,28.12.2022,Ukraine,BZN UA,19:00 - 20:00,
20,28.12.2022,Ukraine,BZN UA,20:00 - 21:00,
21,28.12.2022,Ukraine,BZN UA,21:00 - 22:00,
22,28.12.2022,Ukraine,BZN UA,22:00 - 23:00,
23,28.12.2022,Ukraine,BZN UA,23:00 - 00:00,
0,28.12.2022,Ukraine,BZN UA-DobTPP,00:00 - 01:00,
1,28.12.2022,Ukraine,BZN UA-DobTPP,01:00 - 02:00,
2,28.12.2022,Ukraine,BZN UA-DobTPP,02:00 - 03:00,
3,28.12.2022,Ukraine,BZN UA-DobTPP,03:00 - 04:00,
4,28.12.2022,Ukraine,BZN UA-DobTPP,04:00 - 05:00,
5,28.12.2022,Ukraine,BZN UA-DobTPP,05:00 - 06:00,
6,28.12.2022,Ukraine,BZN UA-DobTPP,06:00 - 07:00,
7,28.12.2022,Ukraine,BZN UA-DobTPP,07:00 - 08:00,
8,28.12.2022,Ukraine,BZN UA-DobTPP,08:00 - 09:00,
9,28.12.2022,Ukraine,BZN UA-DobTPP,09:00 - 10:00,
10,28.12.2022,Ukraine,BZN UA-DobTPP,10:00 - 11:00,
11,28.12.2022,Ukraine,BZN UA-DobTPP,11:00 - 12:00,
12,28.12.2022,Ukraine,BZN UA-DobTPP,12:00 - 13:00,
13,28.12.2022,Ukraine,BZN UA-DobTPP,13:00 - 14:00,
14,28.12.2022,Ukraine,BZN UA-DobTPP,14:00 - 15:00,
15,28.12.2022,Ukraine,BZN UA-DobTPP,15:00 - 16:00,
16,28.12.2022,Ukraine,BZN UA-DobTPP,16:00 - 17:00,
17,28.12.2022,Ukraine,BZN UA-DobTPP,17:00 - 18:00,
18,28.12.2022,Ukraine,BZN UA-DobTPP,18:00 - 19:00,
19,28.12.2022,Ukraine,BZN UA-DobTPP,19:00 - 20:00,
20,28.12.2022,Ukraine,BZN UA-DobTPP,20:00 - 21:00,
21,28.12.2022,Ukraine,BZN UA-DobTPP,21:00 - 22:00,
22,28.12.2022,Ukraine,BZN UA-DobTPP,22:00 - 23:00,
23,28.12.2022,Ukraine,BZN UA-DobTPP,23:00 - 00:00,
0,28.12.2022,United Kingdom,BZN GB,00:00 - 01:00,
1,28.12.2022,United Kingdom,BZN GB,01:00 - 02:00,
2,28.12.2022,United Kingdom,BZN GB,02:00 - 03:00,
3,28.12.2022,United Kingdom,BZN GB,03:00 - 04:00,
4,28.12.2022,United Kingdom,BZN GB,04:00 - 05:00,
5,28.12.2022,United Kingdom,BZN GB,05:00 - 06:00,
6,28.12.2022,United Kingdom,BZN GB,06:00 - 07:00,
7,28.12.2022,United Kingdom,BZN GB,07:00 - 08:00,
8,28.12.2022,United Kingdom,BZN GB,08:00 - 09:00,
9,28.12.2022,United Kingdom,BZN GB,09:00 - 10:00,
10,28.12.2022,United Kingdom,BZN GB,10:00 - 11:00,
11,28.12.2022,United Kingdom,BZN GB,11:00 - 12:00,
12,28.12.2022,United Kingdom,BZN GB,12:00 - 13:00,
13,28.12.2022,United Kingdom,BZN GB,13:00 - 14:00,
14,28.12.2022,United Kingdom,BZN GB,14:00 - 15:00,
15,28.12.2022,United Kingdom,BZN GB,15:00 - 16:00,
16,28.12.2022,United Kingdom,BZN GB,16:00 - 17:00,
17,28.12.2022,United Kingdom,BZN GB,17:00 - 18:00,
18,28.12.2022,United Kingdom,BZN GB,18:00 - 19:00,
19,28.12.2022,United Kingdom,BZN GB,19:00 - 20:00,
20,28.12.2022,United Kingdom,BZN GB,20:00 - 21:00,
21,28.12.2022,United Kingdom,BZN GB,21:00 - 22:00,
22,28.12.2022,United Kingdom,BZN GB,22:00 - 23:00,
23,28.12.2022,United Kingdom,BZN GB,23:00 - 00:00,
0,28.12.2022,United Kingdom,BZN GB(ElecLink),00:00 - 01:00,
1,28.12.2022,United Kingdom,BZN GB(ElecLink),01:00 - 02:00,
2,28.12.2022,United Kingdom,BZN GB(ElecLink),02:00 - 03:00,
3,28.12.2022,United Kingdom,BZN GB(ElecLink),03:00 - 04:00,
4,28.12.2022,United Kingdom,BZN GB(ElecLink),04:00 - 05:00,
5,28.12.2022,United Kingdom,BZN GB(ElecLink),05:00 - 06:00,
6,28.12.2022,United Kingdom,BZN GB(ElecLink),06:00 - 07:00,
7,28.12.2022,United Kingdom,BZN GB(ElecLink),07:00 - 08:00,
8,28.12.2022,United Kingdom,BZN GB(ElecLink),08:00 - 09:00,
9,28.12.2022,United Kingdom,BZN GB(ElecLink),09:00 - 10:00,
10,28.12.2022,United Kingdom,BZN GB(ElecLink),10:00 - 11:00,
11,28.12.2022,United Kingdom,BZN GB(ElecLink),11:00 - 12:00,
12,28.12.2022,United Kingdom,BZN GB(ElecLink),12:00 - 13:00,
13,28.12.2022,United Kingdom,BZN GB(ElecLink),13:00 - 14:00,
14,28.12.2022,United Kingdom,BZN GB(ElecLink),14:00 - 15:00,
15,28.12.2022,United Kingdom,BZN GB(ElecLink),15:00 - 16:00,
16,28.12.2022,United Kingdom,BZN GB(ElecLink),16:00 - 17:00,
17,28.12.2022,United Kingdom,BZN GB(ElecLink),17:00 - 18:00,
18,28.12.2022,United Kingdom,BZN GB(ElecLink),18:00 - 19:00,
19,28.12.2022,United Kingdom,BZN GB(ElecLink),19:00 - 20:00,
20,28.12.2022,United Kingdom,BZN GB(ElecLink),20:00 - 21:00,
21,28.12.2022,United Kingdom,BZN GB(ElecLink),21:00 - 22:00,
22,28.12.2022,United Kingdom,BZN GB(ElecLink),22:00 - 23:00,
23,28.12.2022,United Kingdom,BZN GB(ElecLink),23:00 - 00:00,
0,28.12.2022,United Kingdom,BZN GB(IFA),00:00 - 01:00,
1,28.12.2022,United Kingdom,BZN GB(IFA),01:00 - 02:00,
2,28.12.2022,United Kingdom,BZN GB(IFA),02:00 - 03:00,
3,28.12.2022,United Kingdom,BZN GB(IFA),03:00 - 04:00,
4,28.12.2022,United Kingdom,BZN GB(IFA),04:00 - 05:00,
5,28.12.2022,United Kingdom,BZN GB(IFA),05:00 - 06:00,
6,28.12.2022,United Kingdom,BZN GB(IFA),06:00 - 07:00,
7,28.12.2022,United Kingdom,BZN GB(IFA),07:00 - 08:00,
8,28.12.2022,United Kingdom,BZN GB(IFA),08:00 - 09:00,
9,28.12.2022,United Kingdom,BZN GB(IFA),09:00 - 10:00,
10,28.12.2022,United Kingdom,BZN GB(IFA),10:00 - 11:00,
11,28.12.2022,United Kingdom,BZN GB(IFA),11:00 - 12:00,
12,28.12.2022,United Kingdom,BZN GB(IFA),12:00 - 13:00,
13,28.12.2022,United Kingdom,BZN GB(IFA),13:00 - 14:00,
14,28.12.2022,United Kingdom,BZN GB(IFA),14:00 - 15:00,
15,28.12.2022,United Kingdom,BZN GB(IFA),15:00 - 16:00,
16,28.12.2022,United Kingdom,BZN GB(IFA),16:00 - 17:00,
17,28.12.2022,United Kingdom,BZN GB(IFA),17:00 - 18:00,
18,28.12.2022,United Kingdom,BZN GB(IFA),18:00 - 19:00,
19,28.12.2022,United Kingdom,BZN GB(IFA),19:00 - 20:00,
20,28.12.2022,United Kingdom,BZN GB(IFA),20:00 - 21:00,
21,28.12.2022,United Kingdom,BZN GB(IFA),21:00 - 22:00,
22,28.12.2022,United Kingdom,BZN GB(IFA),22:00 - 23:00,
23,28.12.2022,United Kingdom,BZN GB(IFA),23:00 - 00:00,
0,28.12.2022,United Kingdom,BZN GB(IFA2),00:00 - 01:00,
1,28.12.2022,United Kingdom,BZN GB(IFA2),01:00 - 02:00,
2,28.12.2022,United Kingdom,BZN GB(IFA2),02:00 - 03:00,
3,28.12.2022,United Kingdom,BZN GB(IFA2),03:00 - 04:00,
4,28.12.2022,United Kingdom,BZN GB(IFA2),04:00 - 05:00,
5,28.12.2022,United Kingdom,BZN GB(IFA2),05:00 - 06:00,
6,28.12.2022,United Kingdom,BZN GB(IFA2),06:00 - 07:00,
7,28.12.2022,United Kingdom,BZN GB(IFA2),07:00 - 08:00,
8,28.12.2022,United Kingdom,BZN GB(IFA2),08:00 - 09:00,
9,28.12.2022,United Kingdom,BZN GB(IFA2),09:00 - 10:00,
10,28.12.2022,United Kingdom,BZN GB(IFA2),10:00 - 11:00,
11,28.12.2022,United Kingdom,BZN GB(IFA2),11:00 - 12:00,
12,28.12.2022,United Kingdom,BZN GB(IFA2),12:00 - 13:00,
13,28.12.2022,United Kingdom,BZN GB(IFA2),13:00 - 14:00,
14,28.12.2022,United Kingdom,BZN GB(IFA2),14:00 - 15:00,
15,28.12.2022,United Kingdom,BZN GB(IFA2),15:00 - 16:00,
16,28.12.2022,United Kingdom,BZN GB(IFA2),16:00 - 17:00,
17,28.12.2022,United Kingdom,BZN GB(IFA2),17:00 - 18:00,
18,28.12.2022,United Kingdom,BZN GB(IFA2),18:00 - 19:00,
19,28.12.2022,United Kingdom,BZN GB(IFA2),19:00 - 20:00,
20,28.12.2022,United Kingdom,BZN GB(IFA2),20:00 - 21:00,
21,28.12.2022,United Kingdom,BZN GB(IFA2),21:00 - 22:00,
22,28.12.2022,United Kingdom,BZN GB(IFA2),22:00 - 23:00,
23,28.12.2022,United Kingdom,BZN GB(IFA2),23:00 - 00:00,
0,29.12.2022,Albania,BZN AL,00:00 - 01:00,
1,29.12.2022,Albania,BZN AL,01:00 - 02:00,
2,29.12.2022,Albania,BZN AL,02:00 - 03:00,
3,29.12.2022,Albania,BZN AL,03:00 - 04:00,
4,29.12.2022,Albania,BZN AL,04:00 - 05:00,
5,29.12.2022,Albania,BZN AL,05:00 - 06:00,
6,29.12.2022,Albania,BZN AL,06:00 - 07:00,
7,29.12.2022,Albania,BZN AL,07:00 - 08:00,
8,29.12.2022,Albania,BZN AL,08:00 - 09:00,
9,29.12.2022,Albania,BZN AL,09:00 - 10:00,
10,29.12.2022,Albania,BZN AL,10:00 - 11:00,
11,29.12.2022,Albania,BZN AL,11:00 - 12:00,
12,29.12.2022,Albania,BZN AL,12:00 - 13:00,
13,29.12.2022,Albania,BZN AL,13:00 - 14:00,
14,29.12.2022,Albania,BZN AL,14:00 - 15:00,
15,29.12.2022,Albania,BZN AL,15:00 - 16:00,
16,29.12.2022,Albania,BZN AL,16:00 - 17:00,
17,29.12.2022,Albania,BZN AL,17:00 - 18:00,
18,29.12.2022,Albania,BZN AL,18:00 - 19:00,
19,29.12.2022,Albania,BZN AL,19:00 - 20:00,
20,29.12.2022,Albania,BZN AL,20:00 - 21:00,
21,29.12.2022,Albania,BZN AL,21:00 - 22:00,
22,29.12.2022,Albania,BZN AL,22:00 - 23:00,
23,29.12.2022,Albania,BZN AL,23:00 - 00:00,
0,29.12.2022,Austria,BZN AT,00:00 - 01:00,6.69
1,29.12.2022,Austria,BZN AT,01:00 - 02:00,6.12
2,29.12.2022,Austria,BZN AT,02:00 - 03:00,5.7
3,29.12.2022,Austria,BZN AT,03:00 - 04:00,3.31
4,29.12.2022,Austria,BZN AT,04:00 - 05:00,3.97
5,29.12.2022,Austria,BZN AT,05:00 - 06:00,5.62
6,29.12.2022,Austria,BZN AT,06:00 - 07:00,7.38
7,29.12.2022,Austria,BZN AT,07:00 - 08:00,25.99
8,29.12.2022,Austria,BZN AT,08:00 - 09:00,42.45
9,29.12.2022,Austria,BZN AT,09:00 - 10:00,45.03
10,29.12.2022,Austria,BZN AT,10:00 - 11:00,45.11
11,29.12.2022,Austria,BZN AT,11:00 - 12:00,49.94
12,29.12.2022,Austria,BZN AT,12:00 - 13:00,49.44
13,29.12.2022,Austria,BZN AT,13:00 - 14:00,53.26
14,29.12.2022,Austria,BZN AT,14:00 - 15:00,56.39
15,29.12.2022,Austria,BZN AT,15:00 - 16:00,61.56
16,29.12.2022,Austria,BZN AT,16:00 - 17:00,66.09
17,29.12.2022,Austria,BZN AT,17:00 - 18:00,66.55
18,29.12.2022,Austria,BZN AT,18:00 - 19:00,73.97
19,29.12.2022,Austria,BZN AT,19:00 - 20:00,67.98
20,29.12.2022,Austria,BZN AT,20:00 - 21:00,54.42
21,29.12.2022,Austria,BZN AT,21:00 - 22:00,50.92
22,29.12.2022,Austria,BZN AT,22:00 - 23:00,42.0
23,29.12.2022,Austria,BZN AT,23:00 - 00:00,25.91
0,29.12.2022,Austria,BZN DE-AT-LU,00:00 - 01:00,
1,29.12.2022,Austria,BZN DE-AT-LU,01:00 - 02:00,
2,29.12.2022,Austria,BZN DE-AT-LU,02:00 - 03:00,
3,29.12.2022,Austria,BZN DE-AT-LU,03:00 - 04:00,
4,29.12.2022,Austria,BZN DE-AT-LU,04:00 - 05:00,
5,29.12.2022,Austria,BZN DE-AT-LU,05:00 - 06:00,
6,29.12.2022,Austria,BZN DE-AT-LU,06:00 - 07:00,
7,29.12.2022,Austria,BZN DE-AT-LU,07:00 - 08:00,
8,29.12.2022,Austria,BZN DE-AT-LU,08:00 - 09:00,
9,29.12.2022,Austria,BZN DE-AT-LU,09:00 - 10:00,
10,29.12.2022,Austria,BZN DE-AT-LU,10:00 - 11:00,
11,29.12.2022,Austria,BZN DE-AT-LU,11:00 - 12:00,
12,29.12.2022,Austria,BZN DE-AT-LU,12:00 - 13:00,
13,29.12.2022,Austria,BZN DE-AT-LU,13:00 - 14:00,
14,29.12.2022,Austria,BZN DE-AT-LU,14:00 - 15:00,
15,29.12.2022,Austria,BZN DE-AT-LU,15:00 - 16:00,
16,29.12.2022,Austria,BZN DE-AT-LU,16:00 - 17:00,
17,29.12.2022,Austria,BZN DE-AT-LU,17:00 - 18:00,
18,29.12.2022,Austria,BZN DE-AT-LU,18:00 - 19:00,
19,29.12.2022,Austria,BZN DE-AT-LU,19:00 - 20:00,
20,29.12.2022,Austria,BZN DE-AT-LU,20:00 - 21:00,
21,29.12.2022,Austria,BZN DE-AT-LU,21:00 - 22:00,
22,29.12.2022,Austria,BZN DE-AT-LU,22:00 - 23:00,
23,29.12.2022,Austria,BZN DE-AT-LU,23:00 - 00:00,
0,29.12.2022,Belgium,BZN BE,00:00 - 01:00,-0.44
1,29.12.2022,Belgium,BZN BE,01:00 - 02:00,-0.52
2,29.12.2022,Belgium,BZN BE,02:00 - 03:00,-0.98
3,29.12.2022,Belgium,BZN BE,03:00 - 04:00,-2.06
4,29.12.2022,Belgium,BZN BE,04:00 - 05:00,-1.69
5,29.12.2022,Belgium,BZN BE,05:00 - 06:00,-0.59
6,29.12.2022,Belgium,BZN BE,06:00 - 07:00,-0.03
7,29.12.2022,Belgium,BZN BE,07:00 - 08:00,0.79
8,29.12.2022,Belgium,BZN BE,08:00 - 09:00,21.97
9,29.12.2022,Belgium,BZN BE,09:00 - 10:00,36.0
10,29.12.2022,Belgium,BZN BE,10:00 - 11:00,36.29
11,29.12.2022,Belgium,BZN BE,11:00 - 12:00,34.55
12,29.12.2022,Belgium,BZN BE,12:00 - 13:00,57.52
13,29.12.2022,Belgium,BZN BE,13:00 - 14:00,33.2
14,29.12.2022,Belgium,BZN BE,14:00 - 15:00,51.38
15,29.12.2022,Belgium,BZN BE,15:00 - 16:00,57.72
16,29.12.2022,Belgium,BZN BE,16:00 - 17:00,60.7
17,29.12.2022,Belgium,BZN BE,17:00 - 18:00,68.24
18,29.12.2022,Belgium,BZN BE,18:00 - 19:00,79.22
19,29.12.2022,Belgium,BZN BE,19:00 - 20:00,75.81
20,29.12.2022,Belgium,BZN BE,20:00 - 21:00,59.84
21,29.12.2022,Belgium,BZN BE,21:00 - 22:00,55.07
22,29.12.2022,Belgium,BZN BE,22:00 - 23:00,48.02
23,29.12.2022,Belgium,BZN BE,23:00 - 00:00,27.31
0,29.12.2022,Bosnia and Herz.,BZN BA,00:00 - 01:00,
1,29.12.2022,Bosnia and Herz.,BZN BA,01:00 - 02:00,
2,29.12.2022,Bosnia and Herz.,BZN BA,02:00 - 03:00,
3,29.12.2022,Bosnia and Herz.,BZN BA,03:00 - 04:00,
4,29.12.2022,Bosnia and Herz.,BZN BA,04:00 - 05:00,
5,29.12.2022,Bosnia and Herz.,BZN BA,05:00 - 06:00,
6,29.12.2022,Bosnia and Herz.,BZN BA,06:00 - 07:00,
7,29.12.2022,Bosnia and Herz.,BZN BA,07:00 - 08:00,
8,29.12.2022,Bosnia and Herz.,BZN BA,08:00 - 09:00,
9,29.12.2022,Bosnia and Herz.,BZN BA,09:00 - 10:00,
10,29.12.2022,Bosnia and Herz.,BZN BA,10:00 - 11:00,
11,29.12.2022,Bosnia and Herz.,BZN BA,11:00 - 12:00,
12,29.12.2022,Bosnia and Herz.,BZN BA,12:00 - 13:00,
13,29.12.2022,Bosnia and Herz.,BZN BA,13:00 - 14:00,
14,29.12.2022,Bosnia and Herz.,BZN BA,14:00 - 15:00,
15,29.12.2022,Bosnia and Herz.,BZN BA,15:00 - 16:00,
16,29.12.2022,Bosnia and Herz.,BZN BA,16:00 - 17:00,
17,29.12.2022,Bosnia and Herz.,BZN BA,17:00 - 18:00,
18,29.12.2022,Bosnia and Herz.,BZN BA,18:00 - 19:00,
19,29.12.2022,Bosnia and Herz.,BZN BA,19:00 - 20:00,
20,29.12.2022,Bosnia and Herz.,BZN BA,20:00 - 21:00,
21,29.12.2022,Bosnia and Herz.,BZN BA,21:00 - 22:00,
22,29.12.2022,Bosnia and Herz.,BZN BA,22:00 - 23:00,
23,29.12.2022,Bosnia and Herz.,BZN BA,23:00 - 00:00,
0,29.12.2022,Bulgaria,BZN BG,00:00 - 01:00,11.52
1,29.12.2022,Bulgaria,BZN BG,01:00 - 02:00,10.63
2,29.12.2022,Bulgaria,BZN BG,02:00 - 03:00,9.59
3,29.12.2022,Bulgaria,BZN BG,03:00 - 04:00,6.46
4,29.12.2022,Bulgaria,BZN BG,04:00 - 05:00,7.75
5,29.12.2022,Bulgaria,BZN BG,05:00 - 06:00,9.74
6,29.12.2022,Bulgaria,BZN BG,06:00 - 07:00,11.88
7,29.12.2022,Bulgaria,BZN BG,07:00 - 08:00,91.32
8,29.12.2022,Bulgaria,BZN BG,08:00 - 09:00,145.21
9,29.12.2022,Bulgaria,BZN BG,09:00 - 10:00,118.31
10,29.12.2022,Bulgaria,BZN BG,10:00 - 11:00,91.32
11,29.12.2022,Bulgaria,BZN BG,11:00 - 12:00,91.32
12,29.12.2022,Bulgaria,BZN BG,12:00 - 13:00,70.03
13,29.12.2022,Bulgaria,BZN BG,13:00 - 14:00,124.35
14,29.12.2022,Bulgaria,BZN BG,14:00 - 15:00,148.76
15,29.12.2022,Bulgaria,BZN BG,15:00 - 16:00,270.0
16,29.12.2022,Bulgaria,BZN BG,16:00 - 17:00,362.75
17,29.12.2022,Bulgaria,BZN BG,17:00 - 18:00,220.61
18,29.12.2022,Bulgaria,BZN BG,18:00 - 19:00,148.76
19,29.12.2022,Bulgaria,BZN BG,19:00 - 20:00,91.32
20,29.12.2022,Bulgaria,BZN BG,20:00 - 21:00,84.99
21,29.12.2022,Bulgaria,BZN BG,21:00 - 22:00,71.26
22,29.12.2022,Bulgaria,BZN BG,22:00 - 23:00,45.09
23,29.12.2022,Bulgaria,BZN BG,23:00 - 00:00,24.9
0,29.12.2022,Croatia,BZN HR,00:00 - 01:00,9.31
1,29.12.2022,Croatia,BZN HR,01:00 - 02:00,8.63
2,29.12.2022,Croatia,BZN HR,02:00 - 03:00,7.8
3,29.12.2022,Croatia,BZN HR,03:00 - 04:00,5.01
4,29.12.2022,Croatia,BZN HR,04:00 - 05:00,6.07
5,29.12.2022,Croatia,BZN HR,05:00 - 06:00,7.87
6,29.12.2022,Croatia,BZN HR,06:00 - 07:00,9.69
7,29.12.2022,Croatia,BZN HR,07:00 - 08:00,44.02
8,29.12.2022,Croatia,BZN HR,08:00 - 09:00,67.25
9,29.12.2022,Croatia,BZN HR,09:00 - 10:00,64.67
10,29.12.2022,Croatia,BZN HR,10:00 - 11:00,59.03
11,29.12.2022,Croatia,BZN HR,11:00 - 12:00,63.84
12,29.12.2022,Croatia,BZN HR,12:00 - 13:00,60.07
13,29.12.2022,Croatia,BZN HR,13:00 - 14:00,73.23
14,29.12.2022,Croatia,BZN HR,14:00 - 15:00,77.24
15,29.12.2022,Croatia,BZN HR,15:00 - 16:00,100.6
16,29.12.2022,Croatia,BZN HR,16:00 - 17:00,125.95
17,29.12.2022,Croatia,BZN HR,17:00 - 18:00,97.14
18,29.12.2022,Croatia,BZN HR,18:00 - 19:00,89.92
19,29.12.2022,Croatia,BZN HR,19:00 - 20:00,78.12
20,29.12.2022,Croatia,BZN HR,20:00 - 21:00,68.15
21,29.12.2022,Croatia,BZN HR,21:00 - 22:00,60.45
22,29.12.2022,Croatia,BZN HR,22:00 - 23:00,42.23
23,29.12.2022,Croatia,BZN HR,23:00 - 00:00,24.98
0,29.12.2022,Cyprus,BZN CY,00:00 - 01:00,
1,29.12.2022,Cyprus,BZN CY,01:00 - 02:00,
