date,country,area,mtu,price(eur/mwh)
2022-12-26,Italy,BZN IT-North-SI,10:00 - 11:00,
2022-12-26,Italy,BZN IT-North-SI,11:00 - 12:00,
2022-12-26,Italy,BZN IT-North-SI,12:00 - 13:00,
2022-12-26,Italy,BZN IT-North-SI,13:00 - 14:00,
2022-12-26,Italy,BZN IT-North-SI,14:00 - 15:00,
2022-12-26,Italy,BZN IT-North-SI,15:00 - 16:00,
2022-12-26,Italy,BZN IT-North-SI,16:00 - 17:00,
2022-12-26,Italy,BZN IT-North-SI,17:00 - 18:00,
2022-12-26,Italy,BZN IT-North-SI,18:00 - 19:00,
2022-12-26,Italy,BZN IT-North-SI,19:00 - 20:00,
2022-12-26,Italy,BZN IT-North-SI,20:00 - 21:00,
2022-12-26,Italy,BZN IT-North-SI,21:00 - 22:00,
2022-12-26,Italy,BZN IT-North-SI,22:00 - 23:00,
2022-12-26,Italy,BZN IT-North-SI,23:00 - 00:00,
2022-12-26,Italy,BZN IT-Priolo,00:00 - 01:00,
2022-12-26,Italy,BZN IT-Priolo,01:00 - 02:00,
2022-12-26,Italy,BZN IT-Priolo,02:00 - 03:00,
2022-12-26,Italy,BZN IT-Priolo,03:00 - 04:00,
2022-12-26,Italy,BZN IT-Priolo,04:00 - 05:00,
2022-12-26,Italy,BZN IT-Priolo,05:00 - 06:00,
2022-12-26,Italy,BZN IT-Priolo,06:00 - 07:00,
2022-12-26,Italy,BZN IT-Priolo,07:00 - 08:00,
2022-12-26,Italy,BZN IT-Priolo,08:00 - 09:00,
2022-12-26,Italy,BZN IT-Priolo,09:00 - 10:00,
2022-12-26,Italy,BZN IT-Priolo,10:00 - 11:00,
2022-12-26,Italy,BZN IT-Priolo,11:00 - 12:00,
2022-12-26,Italy,BZN IT-Priolo,12:00 - 13:00,
2022-12-26,Italy,BZN IT-Priolo,13:00 - 14:00,
2022-12-26,Italy,BZN IT-Priolo,14:00 - 15:00,
2022-12-26,Italy,BZN IT-Priolo,15:00 - 16:00,
2022-12-26,Italy,BZN IT-Priolo,16:00 - 17:00,
2022-12-26,Italy,BZN IT-Priolo,17:00 - 18:00,
2022-12-26,Italy,BZN IT-Priolo,18:00 - 19:00,
2022-12-26,Italy,BZN IT-Priolo,19:00 - 20:00,
2022-12-26,Italy,BZN IT-Priolo,20:00 - 21:00,
2022-12-26,Italy,BZN IT-Priolo,21:00 - 22:00,
2022-12-26,Italy,BZN IT-Priolo,22:00 - 23:00,
2022-12-26,Italy,BZN IT-Priolo,23:00 - 00:00,
2022-12-26,Italy,BZN IT-Rossano,00:00 - 01:00,
2022-12-26,Italy,BZN IT-Rossano,01:00 - 02:00,
2022-12-26,Italy,BZN IT-Rossano,02:00 - 03:00,
2022-12-26,Italy,BZN IT-Rossano,03:00 - 04:00,
2022-12-26,Italy,BZN IT-Rossano,04:00 - 05:00,
2022-12-26,Italy,BZN IT-Rossano,05:00 - 06:00,
2022-12-26,Italy,BZN IT-Rossano,06:00 - 07:00,
2022-12-26,Italy,BZN IT-Rossano,07:00 - 08:00,
2022-12-26,Italy,BZN IT-Rossano,08:00 - 09:00,
2022-12-26,Italy,BZN IT-Rossano,09:00 - 10:00,
2022-12-26,Italy,BZN IT-Rossano,10:00 - 11:00,
2022-12-26,Italy,BZN IT-Rossano,11:00 - 12:00,
2022-12-26,Italy,BZN IT-Rossano,12:00 - 13:00,
2022-12-26,Italy,BZN IT-Rossano,13:00 - 14:00,
2022-12-26,Italy,BZN IT-Rossano,14:00 - 15:00,
2022-12-26,Italy,BZN IT-Rossano,15:00 - 16:00,
2022-12-26,Italy,BZN IT-Rossano,16:00 - 17:00,
2022-12-26,Italy,BZN IT-Rossano,17:00 - 18:00,
2022-12-26,Italy,BZN IT-Rossano,18:00 - 19:00,
2022-12-26,Italy,BZN IT-Rossano,19:00 - 20:00,
2022-12-26,Italy,BZN IT-Rossano,20:00 - 21:00,
2022-12-26,Italy,BZN IT-Rossano,21:00 - 22:00,
2022-12-26,Italy,BZN IT-Rossano,22:00 - 23:00,
2022-12-26,Italy,BZN IT-Rossano,23:00 - 00:00,
2022-12-26,Italy,BZN IT-SACOAC,00:00 - 01:00,
2022-12-26,Italy,BZN IT-SACOAC,01:00 - 02:00,
2022-12-26,Italy,BZN IT-SACOAC,02:00 - 03:00,
2022-12-26,Italy,BZN IT-SACOAC,03:00 - 04:00,
2022-12-26,Italy,BZN IT-SACOAC,04:00 - 05:00,
2022-12-26,Italy,BZN IT-SACOAC,05:00 - 06:00,
2022-12-26,Italy,BZN IT-SACOAC,06:00 - 07:00,
2022-12-26,Italy,BZN IT-SACOAC,07:00 - 08:00,
2022-12-26,Italy,BZN IT-SACOAC,08:00 - 09:00,
2022-12-26,Italy,BZN IT-SACOAC,09:00 - 10:00,
2022-12-26,Italy,BZN IT-SACOAC,10:00 - 11:00,
2022-12-26,Italy,BZN IT-SACOAC,11:00 - 12:00,
2022-12-26,Italy,BZN IT-SACOAC,12:00 - 13:00,
2022-12-26,Italy,BZN IT-SACOAC,13:00 - 14:00,
2022-12-26,Italy,BZN IT-SACOAC,14:00 - 15:00,
2022-12-26,Italy,BZN IT-SACOAC,15:00 - 16:00,
2022-12-26,Italy,BZN IT-SACOAC,16:00 - 17:00,
2022-12-26,Italy,BZN IT-SACOAC,17:00 - 18:00,
2022-12-26,Italy,BZN IT-SACOAC,18:00 - 19:00,
2022-12-26,Italy,BZN IT-SACOAC,19:00 - 20:00,
2022-12-26,Italy,BZN IT-SACOAC,20:00 - 21:00,
2022-12-26,Italy,BZN IT-SACOAC,21:00 - 22:00,
2022-12-26,Italy,BZN IT-SACOAC,22:00 - 23:00,
2022-12-26,Italy,BZN IT-SACOAC,23:00 - 00:00,
2022-12-26,Italy,BZN IT-SACODC,00:00 - 01:00,
2022-12-26,Italy,BZN IT-SACODC,01:00 - 02:00,
2022-12-26,Italy,BZN IT-SACODC,02:00 - 03:00,
2022-12-26,Italy,BZN IT-SACODC,03:00 - 04:00,
2022-12-26,Italy,BZN IT-SACODC,04:00 - 05:00,
2022-12-26,Italy,BZN IT-SACODC,05:00 - 06:00,
2022-12-26,Italy,BZN IT-SACODC,06:00 - 07:00,
2022-12-26,Italy,BZN IT-SACODC,07:00 - 08:00,
2022-12-26,Italy,BZN IT-SACODC,08:00 - 09:00,
2022-12-26,Italy,BZN IT-SACODC,09:00 - 10:00,
2022-12-26,Italy,BZN IT-SACODC,10:00 - 11:00,
2022-12-26,Italy,BZN IT-SACODC,11:00 - 12:00,
2022-12-26,Italy,BZN IT-SACODC,12:00 - 13:00,
2022-12-26,Italy,BZN IT-SACODC,13:00 - 14:00,
2022-12-26,Italy,BZN IT-SACODC,14:00 - 15:00,
2022-12-26,Italy,BZN IT-SACODC,15:00 - 16:00,
2022-12-26,Italy,BZN IT-SACODC,16:00 - 17:00,
2022-12-26,Italy,BZN IT-SACODC,17:00 - 18:00,
2022-12-26,Italy,BZN IT-SACODC,18:00 - 19:00,
2022-12-26,Italy,BZN IT-SACODC,19:00 - 20:00,
2022-12-26,Italy,BZN IT-SACODC,20:00 - 21:00,
2022-12-26,Italy,BZN IT-SACODC,21:00 - 22:00,
2022-12-26,Italy,BZN IT-SACODC,22:00 - 23:00,
2022-12-26,Italy,BZN IT-SACODC,23:00 - 00:00,
2022-12-26,Italy,BZN IT-Sardina,00:00 - 01:00,
2022-12-26,Italy,BZN IT-Sardina,01:00 - 02:00,
2022-12-26,Italy,BZN IT-Sardina,02:00 - 03:00,
2022-12-26,Italy,BZN IT-Sardina,03:00 - 04:00,
2022-12-26,Italy,BZN IT-Sardina,04:00 - 05:00,
2022-12-26,Italy,BZN IT-Sardina,05:00 - 06:00,
2022-12-26,Italy,BZN IT-Sardina,06:00 - 07:00,
2022-12-26,Italy,BZN IT-Sardina,07:00 - 08:00,
2022-12-26,Italy,BZN IT-Sardina,08:00 - 09:00,
2022-12-26,Italy,BZN IT-Sardina,09:00 - 10:00,
2022-12-26,Italy,BZN IT-Sardina,10:00 - 11:00,
2022-12-26,Italy,BZN IT-Sardina,11:00 - 12:00,
2022-12-26,Italy,BZN IT-Sardina,12:00 - 13:00,
2022-12-26,Italy,BZN IT-Sardina,13:00 - 14:00,
2022-12-26,Italy,BZN IT-Sardina,14:00 - 15:00,
2022-12-26,Italy,BZN IT-Sardina,15:00 - 16:00,
2022-12-26,Italy,BZN IT-Sardina,16:00 - 17:00,
2022-12-26,Italy,BZN IT-Sardina,17:00 - 18:00,
2022-12-26,Italy,BZN IT-Sardina,18:00 - 19:00,
2022-12-26,Italy,BZN IT-Sardina,19:00 - 20:00,
2022-12-26,Italy,BZN IT-Sardina,20:00 - 21:00,
2022-12-26,Italy,BZN IT-Sardina,21:00 - 22:00,
2022-12-26,Italy,BZN IT-Sardina,22:00 - 23:00,
2022-12-26,Italy,BZN IT-Sardina,23:00 - 00:00,
2022-12-26,Italy,BZN IT-Sicily,00:00 - 01:00,
2022-12-26,Italy,BZN IT-Sicily,01:00 - 02:00,
2022-12-26,Italy,BZN IT-Sicily,02:00 - 03:00,
2022-12-26,Italy,BZN IT-Sicily,03:00 - 04:00,
2022-12-26,Italy,BZN IT-Sicily,04:00 - 05:00,
2022-12-26,Italy,BZN IT-Sicily,05:00 - 06:00,
2022-12-26,Italy,BZN IT-Sicily,06:00 - 07:00,
2022-12-26,Italy,BZN IT-Sicily,07:00 - 08:00,
2022-12-26,Italy,BZN IT-Sicily,08:00 - 09:00,
2022-12-26,Italy,BZN IT-Sicily,09:00 - 10:00,
2022-12-26,Italy,BZN IT-Sicily,10:00 - 11:00,
2022-12-26,Italy,BZN IT-Sicily,11:00 - 12:00,
2022-12-26,Italy,BZN IT-Sicily,12:00 - 13:00,
2022-12-26,Italy,BZN IT-Sicily,13:00 - 14:00,
2022-12-26,Italy,BZN IT-Sicily,14:00 - 15:00,
2022-12-26,Italy,BZN IT-Sicily,15:00 - 16:00,
2022-12-26,Italy,BZN IT-Sicily,16:00 - 17:00,
2022-12-26,Italy,BZN IT-Sicily,17:00 - 18:00,
2022-12-26,Italy,BZN IT-Sicily,18:00 - 19:00,
2022-12-26,Italy,BZN IT-Sicily,19:00 - 20:00,
2022-12-26,Italy,BZN IT-Sicily,20:00 - 21:00,
2022-12-26,Italy,BZN IT-Sicily,21:00 - 22:00,
2022-12-26,Italy,BZN IT-Sicily,22:00 - 23:00,
2022-12-26,Italy,BZN IT-Sicily,23:00 - 00:00,
2022-12-26,Italy,BZN IT-South,00:00 - 01:00,
2022-12-26,Italy,BZN IT-South,01:00 - 02:00,
2022-12-26,Italy,BZN IT-South,02:00 - 03:00,
2022-12-26,Italy,BZN IT-South,03:00 - 04:00,
2022-12-26,Italy,BZN IT-South,04:00 - 05:00,
2022-12-26,Italy,BZN IT-South,05:00 - 06:00,
2022-12-26,Italy,BZN IT-South,06:00 - 07:00,
2022-12-26,Italy,BZN IT-South,07:00 - 08:00,
2022-12-26,Italy,BZN IT-South,08:00 - 09:00,
2022-12-26,Italy,BZN IT-South,09:00 - 10:00,
2022-12-26,Italy,BZN IT-South,10:00 - 11:00,
2022-12-26,Italy,BZN IT-South,11:00 - 12:00,
2022-12-26,Italy,BZN IT-South,12:00 - 13:00,
2022-12-26,Italy,BZN IT-South,13:00 - 14:00,
2022-12-26,Italy,BZN IT-South,14:00 - 15:00,
2022-12-26,Italy,BZN IT-South,15:00 - 16:00,
2022-12-26,Italy,BZN IT-South,16:00 - 17:00,
2022-12-26,Italy,BZN IT-South,17:00 - 18:00,
2022-12-26,Italy,BZN IT-South,18:00 - 19:00,
2022-12-26,Italy,BZN IT-South,19:00 - 20:00,
2022-12-26,Italy,BZN IT-South,20:00 - 21:00,
2022-12-26,Italy,BZN IT-South,21:00 - 22:00,
2022-12-26,Italy,BZN IT-South,22:00 - 23:00,
2022-12-26,Italy,BZN IT-South,23:00 - 00:00,
2022-12-26,Kosovo,BZN XK,00:00 - 01:00,
2022-12-26,Kosovo,BZN XK,01:00 - 02:00,
2022-12-26,Kosovo,BZN XK,02:00 - 03:00,
2022-12-26,Kosovo,BZN XK,03:00 - 04:00,
2022-12-26,Kosovo,BZN XK,04:00 - 05:00,
2022-12-26,Kosovo,BZN XK,05:00 - 06:00,
2022-12-26,Kosovo,BZN XK,06:00 - 07:00,
2022-12-26,Kosovo,BZN XK,07:00 - 08:00,
2022-12-26,Kosovo,BZN XK,08:00 - 09:00,
2022-12-26,Kosovo,BZN XK,09:00 - 10:00,
2022-12-26,Kosovo,BZN XK,10:00 - 11:00,
2022-12-26,Kosovo,BZN XK,11:00 - 12:00,
2022-12-26,Kosovo,BZN XK,12:00 - 13:00,
2022-12-26,Kosovo,BZN XK,13:00 - 14:00,
2022-12-26,Kosovo,BZN XK,14:00 - 15:00,
2022-12-26,Kosovo,BZN XK,15:00 - 16:00,
2022-12-26,Kosovo,BZN XK,16:00 - 17:00,
2022-12-26,Kosovo,BZN XK,17:00 - 18:00,
2022-12-26,Kosovo,BZN XK,18:00 - 19:00,
2022-12-26,Kosovo,BZN XK,19:00 - 20:00,
2022-12-26,Kosovo,BZN XK,20:00 - 21:00,
2022-12-26,Kosovo,BZN XK,21:00 - 22:00,
2022-12-26,Kosovo,BZN XK,22:00 - 23:00,
2022-12-26,Kosovo,BZN XK,23:00 - 00:00,
2022-12-26,Latvia,BZN LV,00:00 - 01:00,
2022-12-26,Latvia,BZN LV,01:00 - 02:00,
2022-12-26,Latvia,BZN LV,02:00 - 03:00,
2022-12-26,Latvia,BZN LV,03:00 - 04:00,
2022-12-26,Latvia,BZN LV,04:00 - 05:00,
2022-12-26,Latvia,BZN LV,05:00 - 06:00,
2022-12-26,Latvia,BZN LV,06:00 - 07:00,
2022-12-26,Latvia,BZN LV,07:00 - 08:00,
2022-12-26,Latvia,BZN LV,08:00 - 09:00,
2022-12-26,Latvia,BZN LV,09:00 - 10:00,
2022-12-26,Latvia,BZN LV,10:00 - 11:00,
2022-12-26,Latvia,BZN LV,11:00 - 12:00,
2022-12-26,Latvia,BZN LV,12:00 - 13:00,
2022-12-26,Latvia,BZN LV,13:00 - 14:00,
2022-12-26,Latvia,BZN LV,14:00 - 15:00,
2022-12-26,Latvia,BZN LV,15:00 - 16:00,
2022-12-26,Latvia,BZN LV,16:00 - 17:00,
2022-12-26,Latvia,BZN LV,17:00 - 18:00,
2022-12-26,Latvia,BZN LV,18:00 - 19:00,
2022-12-26,Latvia,BZN LV,19:00 - 20:00,
2022-12-26,Latvia,BZN LV,20:00 - 21:00,
2022-12-26,Latvia,BZN LV,21:00 - 22:00,
2022-12-26,Latvia,BZN LV,22:00 - 23:00,
2022-12-26,Latvia,BZN LV,23:00 - 00:00,
2022-12-26,Lithuania,BZN LT,00:00 - 01:00,
2022-12-26,Lithuania,BZN LT,01:00 - 02:00,
2022-12-26,Lithuania,BZN LT,02:00 - 03:00,
2022-12-26,Lithuania,BZN LT,03:00 - 04:00,
2022-12-26,Lithuania,BZN LT,04:00 - 05:00,
2022-12-26,Lithuania,BZN LT,05:00 - 06:00,
2022-12-26,Lithuania,BZN LT,06:00 - 07:00,
2022-12-26,Lithuania,BZN LT,07:00 - 08:00,
2022-12-26,Lithuania,BZN LT,08:00 - 09:00,
2022-12-26,Lithuania,BZN LT,09:00 - 10:00,
2022-12-26,Lithuania,BZN LT,10:00 - 11:00,
2022-12-26,Lithuania,BZN LT,11:00 - 12:00,
2022-12-26,Lithuania,BZN LT,12:00 - 13:00,
2022-12-26,Lithuania,BZN LT,13:00 - 14:00,
2022-12-26,Lithuania,BZN LT,14:00 - 15:00,
2022-12-26,Lithuania,BZN LT,15:00 - 16:00,
2022-12-26,Lithuania,BZN LT,16:00 - 17:00,
2022-12-26,Lithuania,BZN LT,17:00 - 18:00,
2022-12-26,Lithuania,BZN LT,18:00 - 19:00,
2022-12-26,Lithuania,BZN LT,19:00 - 20:00,
2022-12-26,Lithuania,BZN LT,20:00 - 21:00,
2022-12-26,Lithuania,BZN LT,21:00 - 22:00,
2022-12-26,Lithuania,BZN LT,22:00 - 23:00,
2022-12-26,Lithuania,BZN LT,23:00 - 00:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,00:00 - 01:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,01:00 - 02:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,02:00 - 03:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,03:00 - 04:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,04:00 - 05:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,05:00 - 06:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,06:00 - 07:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,07:00 - 08:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,08:00 - 09:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,09:00 - 10:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,10:00 - 11:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,11:00 - 12:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,12:00 - 13:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,13:00 - 14:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,14:00 - 15:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,15:00 - 16:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,16:00 - 17:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,17:00 - 18:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,18:00 - 19:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,19:00 - 20:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,20:00 - 21:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,21:00 - 22:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,22:00 - 23:00,
2022-12-26,Luxembourg,BZN DE-AT-LU,23:00 - 00:00,
2022-12-26,Luxembourg,BZN DE-LU,00:00 - 01:00,
2022-12-26,Luxembourg,BZN DE-LU,01:00 - 02:00,
2022-12-26,Luxembourg,BZN DE-LU,02:00 - 03:00,
2022-12-26,Luxembourg,BZN DE-LU,03:00 - 04:00,
2022-12-26,Luxembourg,BZN DE-LU,04:00 - 05:00,
2022-12-26,Luxembourg,BZN DE-LU,05:00 - 06:00,
2022-12-26,Luxembourg,BZN DE-LU,06:00 - 07:00,
2022-12-26,Luxembourg,BZN DE-LU,07:00 - 08:00,
2022-12-26,Luxembourg,BZN DE-LU,08:00 - 09:00,
2022-12-26,Luxembourg,BZN DE-LU,09:00 - 10:00,
2022-12-26,Luxembourg,BZN DE-LU,10:00 - 11:00,
2022-12-26,Luxembourg,BZN DE-LU,11:00 - 12:00,
2022-12-26,Luxembourg,BZN DE-LU,12:00 - 13:00,
2022-12-26,Luxembourg,BZN DE-LU,13:00 - 14:00,
2022-12-26,Luxembourg,BZN DE-LU,14:00 - 15:00,
2022-12-26,Luxembourg,BZN DE-LU,15:00 - 16:00,
2022-12-26,Luxembourg,BZN DE-LU,16:00 - 17:00,
2022-12-26,Luxembourg,BZN DE-LU,17:00 - 18:00,
2022-12-26,Luxembourg,BZN DE-LU,18:00 - 19:00,
2022-12-26,Luxembourg,BZN DE-LU,19:00 - 20:00,
2022-12-26,Luxembourg,BZN DE-LU,20:00 - 21:00,
2022-12-26,Luxembourg,BZN DE-LU,21:00 - 22:00,
2022-12-26,Luxembourg,BZN DE-LU,22:00 - 23:00,
2022-12-26,Luxembourg,BZN DE-LU,23:00 - 00:00,
2022-12-26,Malta,BZN MT,00:00 - 01:00,
2022-12-26,Malta,BZN MT,01:00 - 02:00,
2022-12-26,Malta,BZN MT,02:00 - 03:00,
2022-12-26,Malta,BZN MT,03:00 - 04:00,
2022-12-26,Malta,BZN MT,04:00 - 05:00,
2022-12-26,Malta,BZN MT,05:00 - 06:00,
2022-12-26,Malta,BZN MT,06:00 - 07:00,
2022-12-26,Malta,BZN MT,07:00 - 08:00,
2022-12-26,Malta,BZN MT,08:00 - 09:00,
2022-12-26,Malta,BZN MT,09:00 - 10:00,
2022-12-26,Malta,BZN MT,10:00 - 11:00,
2022-12-26,Malta,BZN MT,11:00 - 12:00,
2022-12-26,Malta,BZN MT,12:00 - 13:00,
2022-12-26,Malta,BZN MT,13:00 - 14:00,
2022-12-26,Malta,BZN MT,14:00 - 15:00,
2022-12-26,Malta,BZN MT,15:00 - 16:00,
2022-12-26,Malta,BZN MT,16:00 - 17:00,
2022-12-26,Malta,BZN MT,17:00 - 18:00,
2022-12-26,Malta,BZN MT,18:00 - 19:00,
2022-12-26,Malta,BZN MT,19:00 - 20:00,
2022-12-26,Malta,BZN MT,20:00 - 21:00,
2022-12-26,Malta,BZN MT,21:00 - 22:00,
2022-12-26,Malta,BZN MT,22:00 - 23:00,
2022-12-26,Malta,BZN MT,23:00 - 00:00,
2022-12-26,Moldova,BZN MD,00:00 - 01:00,
2022-12-26,Moldova,BZN MD,01:00 - 02:00,
2022-12-26,Moldova,BZN MD,02:00 - 03:00,
2022-12-26,Moldova,BZN MD,03:00 - 04:00,
2022-12-26,Moldova,BZN MD,04:00 - 05:00,
2022-12-26,Moldova,BZN MD,05:00 - 06:00,
2022-12-26,Moldova,BZN MD,06:00 - 07:00,
2022-12-26,Moldova,BZN MD,07:00 - 08:00,
2022-12-26,Moldova,BZN MD,08:00 - 09:00,
2022-12-26,Moldova,BZN MD,09:00 - 10:00,
2022-12-26,Moldova,BZN MD,10:00 - 11:00,
2022-12-26,Moldova,BZN MD,11:00 - 12:00,
2022-12-26,Moldova,BZN MD,12:00 - 13:00,
2022-12-26,Moldova,BZN MD,13:00 - 14:00,
2022-12-26,Moldova,BZN MD,14:00 - 15:00,
2022-12-26,Moldova,BZN MD,15:00 - 16:00,
2022-12-26,Moldova,BZN MD,16:00 - 17:00,
2022-12-26,Moldova,BZN MD,17:00 - 18:00,
2022-12-26,Moldova,BZN MD,18:00 - 19:00,
2022-12-26,Moldova,BZN MD,19:00 - 20:00,
2022-12-26,Moldova,BZN MD,20:00 - 21:00,
2022-12-26,Moldova,BZN MD,21:00 - 22:00,
2022-12-26,Moldova,BZN MD,22:00 - 23:00,
2022-12-26,Moldova,BZN MD,23:00 - 00:00,
2022-12-26,Montenegro,BZN ME,00:00 - 01:00,
2022-12-26,Montenegro,BZN ME,01:00 - 02:00,
2022-12-26,Montenegro,BZN ME,02:00 - 03:00,
2022-12-26,Montenegro,BZN ME,03:00 - 04:00,
2022-12-26,Montenegro,BZN ME,04:00 - 05:00,
2022-12-26,Montenegro,BZN ME,05:00 - 06:00,
2022-12-26,Montenegro,BZN ME,06:00 - 07:00,
2022-12-26,Montenegro,BZN ME,07:00 - 08:00,
2022-12-26,Montenegro,BZN ME,08:00 - 09:00,
2022-12-26,Montenegro,BZN ME,09:00 - 10:00,
2022-12-26,Montenegro,BZN ME,10:00 - 11:00,
2022-12-26,Montenegro,BZN ME,11:00 - 12:00,
2022-12-26,Montenegro,BZN ME,12:00 - 13:00,
2022-12-26,Montenegro,BZN ME,13:00 - 14:00,
2022-12-26,Montenegro,BZN ME,14:00 - 15:00,
2022-12-26,Montenegro,BZN ME,15:00 - 16:00,
2022-12-26,Montenegro,BZN ME,16:00 - 17:00,
2022-12-26,Montenegro,BZN ME,17:00 - 18:00,
2022-12-26,Montenegro,BZN ME,18:00 - 19:00,
2022-12-26,Montenegro,BZN ME,19:00 - 20:00,
2022-12-26,Montenegro,BZN ME,20:00 - 21:00,
2022-12-26,Montenegro,BZN ME,21:00 - 22:00,
2022-12-26,Montenegro,BZN ME,22:00 - 23:00,
2022-12-26,Montenegro,BZN ME,23:00 - 00:00,
2022-12-26,Netherlands,BZN NL,00:00 - 01:00,
2022-12-26,Netherlands,BZN NL,01:00 - 02:00,
2022-12-26,Netherlands,BZN NL,02:00 - 03:00,
2022-12-26,Netherlands,BZN NL,03:00 - 04:00,
2022-12-26,Netherlands,BZN NL,04:00 - 05:00,
2022-12-26,Netherlands,BZN NL,05:00 - 06:00,
2022-12-26,Netherlands,BZN NL,06:00 - 07:00,
2022-12-26,Netherlands,BZN NL,07:00 - 08:00,
2022-12-26,Netherlands,BZN NL,08:00 - 09:00,
2022-12-26,Netherlands,BZN NL,09:00 - 10:00,
2022-12-26,Netherlands,BZN NL,10:00 - 11:00,
2022-12-26,Netherlands,BZN NL,11:00 - 12:00,
2022-12-26,Netherlands,BZN NL,12:00 - 13:00,
2022-12-26,Netherlands,BZN NL,13:00 - 14:00,
2022-12-26,Netherlands,BZN NL,14:00 - 15:00,
2022-12-26,Netherlands,BZN NL,15:00 - 16:00,
2022-12-26,Netherlands,BZN NL,16:00 - 17:00,
2022-12-26,Netherlands,BZN NL,17:00 - 18:00,
2022-12-26,Netherlands,BZN NL,18:00 - 19:00,
2022-12-26,Netherlands,BZN NL,19:00 - 20:00,
2022-12-26,Netherlands,BZN NL,20:00 - 21:00,
2022-12-26,Netherlands,BZN NL,21:00 - 22:00,
2022-12-26,Netherlands,BZN NL,22:00 - 23:00,
2022-12-26,Netherlands,BZN NL,23:00 - 00:00,
2022-12-26,North Macedonia,BZN MK,00:00 - 01:00,
2022-12-26,North Macedonia,BZN MK,01:00 - 02:00,
2022-12-26,North Macedonia,BZN MK,02:00 - 03:00,
2022-12-26,North Macedonia,BZN MK,03:00 - 04:00,
2022-12-26,North Macedonia,BZN MK,04:00 - 05:00,
2022-12-26,North Macedonia,BZN MK,05:00 - 06:00,
2022-12-26,North Macedonia,BZN MK,06:00 - 07:00,
2022-12-26,North Macedonia,BZN MK,07:00 - 08:00,
2022-12-26,North Macedonia,BZN MK,08:00 - 09:00,
2022-12-26,North Macedonia,BZN MK,09:00 - 10:00,
2022-12-26,North Macedonia,BZN MK,10:00 - 11:00,
2022-12-26,North Macedonia,BZN MK,11:00 - 12:00,
2022-12-26,North Macedonia,BZN MK,12:00 - 13:00,
2022-12-26,North Macedonia,BZN MK,13:00 - 14:00,
2022-12-26,North Macedonia,BZN MK,14:00 - 15:00,
2022-12-26,North Macedonia,BZN MK,15:00 - 16:00,
2022-12-26,North Macedonia,BZN MK,16:00 - 17:00,
2022-12-26,North Macedonia,BZN MK,17:00 - 18:00,
2022-12-26,North Macedonia,BZN MK,18:00 - 19:00,
2022-12-26,North Macedonia,BZN MK,19:00 - 20:00,
2022-12-26,North Macedonia,BZN MK,20:00 - 21:00,
2022-12-26,North Macedonia,BZN MK,21:00 - 22:00,
2022-12-26,North Macedonia,BZN MK,22:00 - 23:00,
2022-12-26,North Macedonia,BZN MK,23:00 - 00:00,
2022-12-26,Norway,BZN NO1,00:00 - 01:00,
2022-12-26,Norway,BZN NO1,01:00 - 02:00,
2022-12-26,Norway,BZN NO1,02:00 - 03:00,
2022-12-26,Norway,BZN NO1,03:00 - 04:00,
2022-12-26,Norway,BZN NO1,04:00 - 05:00,
2022-12-26,Norway,BZN NO1,05:00 - 06:00,
2022-12-26,Norway,BZN NO1,06:00 - 07:00,
2022-12-26,Norway,BZN NO1,07:00 - 08:00,
2022-12-26,Norway,BZN NO1,08:00 - 09:00,
2022-12-26,Norway,BZN NO1,09:00 - 10:00,
2022-12-26,Norway,BZN NO1,10:00 - 11:00,
2022-12-26,Norway,BZN NO1,11:00 - 12:00,
2022-12-26,Norway,BZN NO1,12:00 - 13:00,
2022-12-26,Norway,BZN NO1,13:00 - 14:00,
2022-12-26,Norway,BZN NO1,14:00 - 15:00,
2022-12-26,Norway,BZN NO1,15:00 - 16:00,
2022-12-26,Norway,BZN NO1,16:00 - 17:00,
2022-12-26,Norway,BZN NO1,17:00 - 18:00,
2022-12-26,Norway,BZN NO1,18:00 - 19:00,
2022-12-26,Norway,BZN NO1,19:00 - 20:00,
2022-12-26,Norway,BZN NO1,20:00 - 21:00,
